SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,Supplier Number,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
HRFTJ BII INC,IN,NET,Purchases,PO,Apex Innovations Ltd,6748000,LAV,96501B,7956,0,N30_ENERGY_V,MAJ20_Cascade_FE_F,MIN0415,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,Projects,GL_Financial,16,Reliable Manufacturing Group,GBP,USD,613217.0,149.09,0,151.25,0,2025/09/15,2025/10/05,2025/10/25
MUGXA FHX INC,BSS,Security,Telecom Data,AP,Quantum Dynamics Group,6447702,RES,14661C,7950,723,N23_FE_TRAVEL_F,MAJ20_Allocation_FE_F,MIN0845,1434 ISIT Method & Quality,MX_589_PL_MXN,MassAllocation,GL_Financial,30,Innovation Industries Corp,USD,MXN,778959.04,751.66,0,256.5,0,2024/01/12,2024/05/23,2025/07/03
OHZQV KUS INC,IN,Infra - Projects,Purchases,INV,Apex Innovations Ltd,6446200,LAV,98281C,7956,407,N23_FE_TRAVEL_F,MAJ20_Allocation_FE_F,MIN2072,9828 Other operational expenses & revenue non allocated,,MICH_CAW_GLJRNLINTF,Addition,17,Global Resources Ltd,MXN,USD,1192.71,304.26,0,691.59,0,2024/06/14,2024/08/25,2025/10/13
DFXJV GME INC,DIR,SC,Training,AP,Nexus Enterprise Holdings,6252000,DDD,98158Z,7956,0,N87_FE_F,MAJ20_Cascade_ENERGY_V,MIN0910,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_USD,MICH_EPW_GLJRNLINTF,Usage Cost,34,Excellence Products Co,EUR,CAD,224780.32,461.92,0,848.1,0,2024/03/15,2024/05/12,2024/11/24
DIITL TPK INC,IN,Group ES,Capitalized production (PRIM),PA,TechnoGlobal Industries,6071000,MTC,14680B,7950,0,N91_MASA_F,MAJ16_Restructuring,MIN0919,1458 ISIT BSS Entreprises Services (ES),BR_414_PL_BRL,Cost Management,GL_AutoPrepa,45,Progressive Manufacturing,MXN,BRL,742068.01,28.93,0,702.95,0,2024/02/17,2024/03/17,2024/12/02
XQSCM QAD INC,IN,MQ,Telecom Voice,INV,TechnoGlobal Industries,6418711,RIO,98281C,7950,511,N24_FE_MISC_INCOME_F,MAJ20_Allocation_MASA_F,MIN0936,1468 ISIT BSS Management,CA_407_PL_CAD,Payables,GL_Tax,43,Universal Supply Chain,GBP,BRL,979167.21,565.73,0,503.49,0,2023/02/16,2025/08/13,2025/10/01
CMUDD RZU INC,DIR,ACC,Invoices sent,INV,Apex Innovations Ltd,6117000,MXA,14680C,7950,567,N70_DEPRECIATION_F,MAJ07_Transportation_V,MIN0945,1452 ISIT Infra Management,,Projects,Labor Cost,25,Innovation Industries Corp,EUR,MXN,740706.75,162.21,0,715.04,0,2024/01/08,2025/10/22,2025/10/25
UYZPM KZG INC,IN,EUX,Depreciation,PA,Nexus Enterprise Holdings,6078000,MTC,96500Q,7950,407,N97_FE_F,MAJ03_Temporary_Other_Labor_V,MIN0810,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Purchase Invoices,22,Global Tech Solutions,CAD,USD,195808.98,333.55,0,517.72,0,2024/12/31,2025/06/07,2025/09/07
DXIOT MKG INC,MQ,SC,Training,GL,Quantum Dynamics Group,6184000,PP1,14320F,7950,0,N87_FE_F,MAJ05_Maintenance_V,MIN2043,1470 ISIT BSS IS Region managers (ISRM),MX_589_PL_MXN,,GL_Supplier,42,Reliable Suppliers Group,USD,CAD,428514.03,930.95,0,485.59,0,2025/04/23,2025/09/29,2025/10/25
ISWUE KJZ INC,IN,Maestro,External Resources,PA,Apex Innovations Ltd,6050000,RES,14700A,7956,589,N22_FE_F,MAJ15_Depreciation_F,MIN0430,1456 ISIT Charge back central,US_415_PL_USD,Cost Management,CIP Adjustment,50,Quality First Industries,MXN,CAD,738644.11,652.71,0,747.22,0,2024/01/31,2025/08/19,2025/10/12
WGDRN PEA INC,BSS,NET,External Resources,PO,Quantum Dynamics Group,6310707,DDD,14480B,7956,723,N94_ENERGY_F,MAJ20_Allocation_FE_F,MIN0505,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,,GL_Allocation_Auto_Revers,10,Optimal Resources Inc,MXN,CAD,993773.27,923.3,0,241.84,0,2025/08/13,2025/09/13,2025/09/29
XTCMC IUK INC,MQ,NET,Taxes,PO,Nexus Enterprise Holdings,6417701,MXA,14720A,7956,409,N88_CESSIONS_DORD,MAJ20_Allocation_FE_F,MIN0710,1440 ISIT Infra Data centre & applications platforms (DAP),,Payables,Misc Receipts,41,First Class Manufacturing,USD,USD,336920.66,79.25,0,449.15,0,2023/07/03,2024/08/29,2025/09/14
UNVRG PIG INC,BSS,Infra - Projects,Telecom Data,PA,Meridian Solutions Corp,6449100,MXA,14560B,7950,796,N70_DEPRECIATION_F,MAJ04_Salary_Labor_F,MIN0521,1472 Allocation unpaid intra group invoices by companies from South America,,Receivables,GL_Legal_Adjustments,3,Innovation Systems Ltd,USD,MXN,460409.56,753.03,0,657.48,0,2023/09/09,2025/05/21,2025/09/04
YLKVJ FOT INC,IN,ACC,External Resources,AP,Apex Innovations Ltd,6457707,MTC,14720A,7950,0,N93_ENERGY_V,MAJ09_General_Overhead_V,MIN0936,1452 ISIT Infra Management,BR_414_PL_BRL,Assets,Usage Cost,26,Dynamic Industries Inc,EUR,USD,732734.52,901.14,0,643.34,0,2023/12/25,2024/11/04,2024/12/02
DTWOA EUS INC,MQ,Group ES,Salaries,PA,Nexus Enterprise Holdings,6136700,MTC,14720A,7956,200,N10_MASA_V,MAJ08_Industrial_Supplies_V,MIN0910,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,Cost Management,Reclass,31,Leading Products Corp,CAD,CAD,292901.17,429.46,0,477.89,0,2024/02/24,2024/08/22,2025/05/19
AYEAK KJF INC,BSS,DAP,Telecom Voice,PO,Apex Innovations Ltd,6310293,RIO,96501C,7950,407,N91_MASA_F,MAJ20_Cascade_ENERGY_F,MIN2071,1448 ISIT Infra Transverse operations (GOM),CA_407_PL_CAD,Manual,Freight,21,Dynamic Industries Inc,EUR,CAD,894157.12,888.68,0,420.14,0,2024/12/22,2025/09/11,2025/10/10
ODSQK XHJ INC,BSS,ACC,Salaries,GL,TechnoGlobal Industries,6467202,MXA,14580A,7956,409,N21_FE_V,MAJ09_General_Overhead_V,MIN0945,9650 Other operational expenses & revenues,MX_839_PL_MXN,Receivables,Receiving,13,Universal Products LLC,GBP,CAD,106609.22,766.76,0,641.17,0,2024/03/10,2025/06/12,2025/08/18
AYEAK KJF INC,MQ,Infra - Projects,Training,AP,Apex Innovations Ltd,6457200,MTC,14360A,7956,567,N70_DEPRECIATION_F,MAJ16_Restructuring,MIN0935,9650 Other operational expenses & revenues,US_415_PL_USD,,Sales Invoices,40,Universal Products LLC,MXN,BRL,440763.25,598.99,0,905.64,0,2023/12/13,2025/01/19,2025/06/29
VIRQZ BLA INC,BSS,DAP,Internal,INV,Quantum Dynamics Group,6443000,PPC,14480B,7956,723,N94_ENERGY_F,MAJ03_Temporary_Other_Labor_V,MIN1620,1432 ISIT Region Direction,CA_407_PL_CAD,Assets,GL_Legal_Adjustments,19,Premier Logistics Co,BRL,BRL,79999.78,630.91,0,18.2,0,2023/09/28,2025/08/12,2025/09/16
FKPBU RYS INC,DIR,Group EC,Invoices sent,INV,Quantum Dynamics Group,6136700,MAN,14320F,7950,796,N91_MASA_F,MAJ20_Allocation_FE_F,MIN0840,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,,GL_Adjustment,36,Modern Equipment Corp,BRL,MXN,942911.79,758.62,0,730.46,0,2024/06/30,2025/06/24,2025/10/11
JKKWM ZOA INC,DIR,RD,Capitalized production (PRIM),AP,Quantum Dynamics Group,6076700,PP1,14640A,7950,407,N88_CESSIONS_DORD,MAJ20_Allocation_FE_F,MIN2103,1468 ISIT BSS Management,MX_839_PL_USD,MICH_CAW_GLJRNLINTF,Adjustment,45,Quality First Industries,GBP,BRL,69412.29,712.5,0,155.42,0,2025/08/06,2025/09/16,2025/10/19
ZZHGR PIO INC,IN,EC,Capitalized production (PRIM),INV,Meridian Solutions Corp,6150000,MTC,14720A,7956,200,N94_ENERGY_F,MAJ09_General_Overhead_V,MIN0610,1434 ISIT Method & Quality,CA_407_PL_CAD,,GL_AutoPrepa_AutoReverse,30,Strategic Industries Inc,USD,MXN,276255.22,220.34,0,510.89,0,2023/03/11,2025/02/11,2025/05/29
YCVAR TNA INC,MQ,EUX,Taxes,PO,Nexus Enterprise Holdings,6252000,MXA,14440A,7956,589,N11_MASA_F,MAJ16_FA_Disposal,MIN2076,1432 ISIT Region Direction,BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,GL_Intercompany,1,Mega Distribution Group,BRL,BRL,720717.85,48.66,0,95.39,0,2023/04/18,2023/05/30,2024/05/16
IQOMI YHJ INC,BSS,ES,Telecom Data,PA,Apex Innovations Ltd,6170000,RES,14320F,7956,415,N10_MASA_V,MAJ02_Prod_Maint_Wages_V,MIN1620,9650 Other operational expenses & revenues,MX_589_PL_MXN,,Purchase Invoices,10,Premier Manufacturing Co,MXN,BRL,196461.75,37.23,0,764.29,0,2024/05/13,2025/09/05,2025/09/08
WTXAX SPR INC,MQ,Group EUX,Telecom Voice,AP,Nexus Enterprise Holdings,6021015,PP1,14340A,7956,0,N94_ENERGY_F,MAJ15_Depreciation_F,MIN0435,9828 Other operational expenses & revenue non allocated,US_415_PL_USD,Projects,Depreciation,22,Premier Logistics Co,USD,MXN,403114.42,656.82,0,692.4,0,2023/11/20,2025/01/08,2025/03/09
LXBWB AOB INC,DIR,OPEN,Depreciation,PO,TechnoGlobal Industries,6457703,MXA,14320H,7956,409,N81_MASA_F,MAJ10_Advertising_F,MIN0956,1462 ISIT BSS Production Sytems (PS),,MassAllocation,Usage Cost,11,Professional Services Corp,USD,USD,953203.52,268.52,0,283.68,0,2025/08/02,2025/10/04,2025/10/12
ODSQK XHJ INC,IN,QPO,Telecom Voice,AP,TechnoGlobal Industries,6417205,DDD,98281C,7950,511,N99_DEPRECIATION_F,MAJ09_General_Overhead_F,MIN0925,1460 ISIT BSS Methods & Sales (MS),US_415_PL_USD,MICH_CAW_GLJRNLINTF,Depreciation,10,Excellence Products Co,GBP,CAD,627325.93,232.67,0,805.89,0,2023/05/19,2025/03/24,2025/08/27
XFZMP NAS INC,DIR,Group ES,Taxes,PA,TechnoGlobal Industries,6431000,MAN,14680B,7956,415,N93_ENERGY_V,MAJ10_Advertising_F,MIN0430,1452 ISIT Infra Management,MX_839_PL_USD,,GL_Adjustment,6,Universal Supply Chain,GBP,BRL,394776.78,281.97,0,677.65,0,2023/10/03,2024/08/26,2025/11/01
NSAIV UBH INC,MQ,EUX,Other expenses,GL,Apex Innovations Ltd,6448101,PP1,98281C,7956,409,N97_FE_F,MAJ09_General_Overhead_F,MIN0930,1434 ISIT Method & Quality,US_415_PL_USD,MICH_EPW_GLJRNLINTF,GL_Financial,17,Advanced Systems Group,CAD,BRL,436942.98,352.01,0,48.68,0,2024/08/01,2024/10/27,2025/09/18
JKDRP YDO INC,IN,GOSM,Maintenance & Rental,PO,Meridian Solutions Corp,7200000,CGR,14340A,7956,409,N99_DEPRECIATION_F,MAJ20_Cascade_ENERGY_F,MIN0510,1444 ISIT Infra Service Line NET (Network),MX_589_PL_MXN,MassAllocation,GL_Financial,20,Leading Products Corp,CAD,BRL,963147.85,571.81,0,989.73,0,2023/09/22,2024/01/18,2024/08/19
IHTOJ SSR INC,IN,DAP,Internal,INV,Apex Innovations Ltd,6447105,MXA,14640A,7950,409,N23_FE_TRAVEL_F,MAJ21_Allocation_DORD,MIN0510,9650 Other operational expenses & revenues,US_415_PL_USD,Receivables,GL_Financial,9,Premier Manufacturing Co,EUR,MXN,569310.57,471.14,0,313.4,0,2024/12/07,2025/09/29,2025/10/31
DFXJV GME INC,DIR,ACC,External Resources,PO,Quantum Dynamics Group,6417202,PPC,96501B,7950,796,N94_ENERGY_F,MAJ10_Advertising_F,MIN0923,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,CLL F189 INTEGRATED RCV,GL_Intercompany,12,Premier Logistics Co,CAD,CAD,324875.13,535.63,0,437.79,0,2024/10/06,2025/04/11,2025/05/27
OLAFG FIK INC,IN,RD,Training,AP,TechnoGlobal Industries,6438010,RIO,14680C,7956,567,N24_FE_MISC_INCOME_F,MAJ06_Utilities_Energy_V,MIN0520,1456 ISIT Charge back central,BR_414_PL_BRL,Assets,Labor Cost,29,Global Resources Ltd,EUR,BRL,268089.46,772.31,0,572.09,0,2023/05/02,2025/09/30,2025/10/09
RGFEQ EIJ INC,IN,IN DIR,External Resources,INV,Quantum Dynamics Group,6270100,MTC,14620A,7950,0,N94_ENERGY_F,MAJ20_Cascade_MASA_F,MIN0510,1434 ISIT Method & Quality,CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,Write-off,8,Reliable Manufacturing Group,GBP,USD,150870.77,601.17,0,452.91,0,2024/05/11,2024/08/03,2025/05/28
MUGXA FHX INC,DIR,GOSM,Salaries,PA,Quantum Dynamics Group,6815000,PP1,14320F,7956,200,N70_DEPRECIATION_F,MAJ20_Cascade_FE_F,MIN0210,1434 ISIT Method & Quality,US_415_PL_USD,Spreadsheet,Depreciation,50,Dynamic Industries Inc,CAD,BRL,984221.96,715.67,0,23.1,0,2024/06/20,2024/08/27,2025/01/04
TYVSM ZQU INC,DIR,AFFILIATE,External Resources,PA,Nexus Enterprise Holdings,6237000,PP1,14340A,7950,409,N11_MASA_F,MAJ20_Cascade_MASA_F,MIN0956,1434 ISIT Method & Quality,BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,CIP Adjustment,39,Superior Quality Goods,MXN,CAD,877591.13,602.87,0,184.16,0,2023/09/27,2024/08/29,2024/12/03
KOIOV PQY INC,IN,ES,Training,INV,Nexus Enterprise Holdings,6448706,LAV,14720A,7950,200,N23_FE_TRAVEL_F,MAJ05_Maintenance_F,MIN0840,1468 ISIT BSS Management,CA_407_PL_CAD,MassAllocation,Adjustment,12,Precision Parts Corp,GBP,USD,222634.86,385.02,0,407.27,0,2024/11/29,2025/10/01,2025/10/16
LTGLQ JTB INC,BSS,NET,Maintenance & Rental,PA,Apex Innovations Ltd,6439100,RIO,14562Z,7950,796,N22_FE_F,MAJ20_Allocation_FE_F,MIN0430,1436 ISIT Infra Service Line EUX (End User Experience),,Assets,GL_Equity,20,Global Resources Ltd,MXN,USD,898256.99,994.62,0,709.49,0,2024/02/20,2025/02/26,2025/10/17
QGQYC AUJ INC,DIR,OPEN,Other expenses,AP,Nexus Enterprise Holdings,6211000,RIO,14560B,7956,567,N30_ENERGY_V,MAJ20_Allocation_FE_F,MIN0923,1472 Allocation unpaid intra group invoices by companies from South America,BR_414_PL_BRL,Projects,Write-off,46,Strategic Components LLC,BRL,CAD,150014.84,580.03,0,469.7,0,2024/09/22,2025/08/10,2025/09/12
OYJFX XNN INC,BSS,DAP,Training,PO,TechnoGlobal Industries,6262000,MXA,98281C,7950,415,N23_FE_TRAVEL_F,MAJ05_Maintenance_V,MIN2072,1460 ISIT BSS Methods & Sales (MS),MX_589_PL_MXN,Manual,Adjustment,30,Advanced Materials Group,EUR,USD,516407.21,821.49,0,837.29,0,2025/10/27,2025/10/28,2025/10/30
IWWRG GWM INC,MQ,D1 DAP,Other expenses,PO,Meridian Solutions Corp,6311100,PPC,96501B,7950,0,N10_MASA_V,MAJ04_Salary_Labor_F,MIN0920,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,Manual,Write-off,49,Integrated Solutions Ltd,USD,MXN,247901.1,146.05,0,741.14,0,2025/07/22,2025/08/26,2025/09/03
LXZUG ARL INC,DIR,Group EUX,Internal,PA,TechnoGlobal Industries,6417202,MTC,98158Z,7950,723,N30_ENERGY_V,MAJ05_Maintenance_F,MIN0925,1462 ISIT BSS Production Sytems (PS),CA_407_PL_CAD,Assets,GL_Allocation,43,Excellence Manufacturing,CAD,USD,990941.87,497.98,0,979.32,0,2024/12/17,2025/07/15,2025/09/18
NWNQI KQP INC,BSS,DIR,Telecom Voice,INV,Quantum Dynamics Group,6725000,MXA,14320G,7950,0,N93_ENERGY_V,MAJ20_Allocation_FE_F,MIN0810,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,CLL F189 INTEGRATED RCV,Inventory,30,Innovation Industries Corp,USD,BRL,662799.04,197.67,0,340.15,0,2023/01/01,2023/07/31,2024/04/24
FCBQO AKJ INC,BSS,ES,Depreciation,PO,Apex Innovations Ltd,6448713,PP1,14600A,7950,409,N93_ENERGY_V,MAJ11_Income,MIN0918,1468 ISIT BSS Management,BR_414_PL_BRL,,CIP Adjustment,39,Mega Distribution Group,MXN,USD,83986.5,605.78,0,296.75,0,2023/02/17,2025/07/30,2025/08/31
GYTRC WED INC,IN,QPO,Training,GL,Nexus Enterprise Holdings,6447701,RES,14400A,7956,409,N99_DEPRECIATION_F,MAJ16_Restructuring,MIN0965,1464 ISIT BSS Research & development (RD),CA_407_PL_CAD,MassAllocation,Sales Invoices,47,Modern Solutions LLC,CAD,USD,23366.6,283.61,0,17.76,0,2024/01/04,2024/09/26,2025/05/17
IQTUH IEP INC,MQ,GOSM,Capitalized production (PRIM),PA,TechnoGlobal Industries,6078100,MTC,14320J,7956,589,N21_FE_V,MAJ20_Cascade_ENERGY_V,MIN2103,1462 ISIT BSS Production Sytems (PS),MX_839_PL_USD,Receivables,GL_Allocation_Auto_Revers,19,Precision Parts Corp,USD,USD,183921.82,368.62,0,928.0,0,2024/10/21,2025/04/20,2025/09/02
SERMK KMI INC,DIR,AFFILIATE,Other expenses,GL,Quantum Dynamics Group,9900100,RES,14680B,7950,723,N88_CESSIONS_DORD,MAJ20_Cascade_DEPRECIATION_F,MIN0930,9828 Other operational expenses & revenue non allocated,MX_839_PL_USD,CLL F189 INTEGRATED RCV,GL_Intercompany,45,Superior Quality Goods,MXN,BRL,549319.95,204.16,0,497.75,0,2023/12/13,2025/05/15,2025/08/30
MVQRE AAD INC,IN,ES,Taxes,AP,Quantum Dynamics Group,6872100,RIO,14400C,7950,415,N10_MASA_V,MAJ15_Depreciation_F,MIN0520,1448 ISIT Infra Transverse operations (GOM),MX_589_PL_MXN,CLL F189 INTEGRATED RCV,Freight,17,Reliable Suppliers Group,BRL,MXN,269176.04,710.36,0,105.95,0,2024/08/26,2025/05/05,2025/05/09
QWTGX JBU INC,MQ,DIR,Depreciation,INV,Nexus Enterprise Holdings,6252000,RES,14320G,7950,0,N97_FE_F,MAJ05_Maintenance_F,MIN0960,1460 ISIT BSS Methods & Sales (MS),CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Debit Memos,24,Modern Equipment Corp,BRL,MXN,38711.95,759.94,0,171.24,0,2024/10/18,2025/09/23,2025/10/19
WBZHW LZV INC,DIR,OPEN,External Resources,GL,Apex Innovations Ltd,6110000,DDD,14661C,7950,567,N10_MASA_V,MAJ20_Cascade_MASA_F,MIN0965,1452 ISIT Infra Management,,Receivables,GL_Adjustment,32,Superior Quality Goods,EUR,BRL,533830.39,345.61,0,390.48,0,2024/11/08,2025/05/15,2025/09/19
AJVYA BCH INC,MQ,IN DIR,Maintenance & Rental,GL,Meridian Solutions Corp,9840205,MXA,14660A,7956,723,N99_DEPRECIATION_F,MAJ10_Advertising_F,MIN0430,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Addition,30,Universal Products LLC,USD,CAD,368496.31,476.9,0,2.55,0,2024/03/02,2025/01/22,2025/03/06
RNZVT FJN INC,BSS,RD,Invoices sent,AP,Meridian Solutions Corp,9830206,MAN,14580B,7950,407,N91_MASA_F,MAJ09_General_Overhead_V,MIN0435,1468 ISIT BSS Management,MX_839_PL_MXN,CLL F189 INTEGRATED RCV,GL_Intercompany,16,Dynamic Industries Inc,CAD,MXN,-140.87,12.9,0,989.71,0,2024/09/24,2025/06/23,2025/07/20
LXBWB AOB INC,BSS,OPEN,Internal,PO,Nexus Enterprise Holdings,6733000,RES,14620A,7950,415,N88_CESSIONS_DORD,MAJ20_Cascade_FE_F,MIN0945,1444 ISIT Infra Service Line NET (Network),MX_839_PL_USD,Manual,Reclass,14,Reliable Suppliers Group,EUR,USD,867885.21,545.12,0,638.39,0,2023/03/28,2024/01/12,2024/06/06
JKDRP YDO INC,MQ,DAP,Taxes,AP,Meridian Solutions Corp,6116000,MXA,14520A,7956,589,N88_CESSIONS_DORD,MAJ15_Depreciation_F,MIN0505,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,CLL F189 INTEGRATED RCV,GL_Intercompany_Reversal,17,Superior Technologies Inc,MXN,BRL,224678.41,236.57,0,451.05,0,2024/03/11,2025/08/19,2025/10/27
HRFTJ BII INC,MQ,Security,Purchases,INV,TechnoGlobal Industries,6438000,PPC,96500Q,7950,0,N30_ENERGY_V,MAJ21_Allocation_DORD,MIN2043,9828 Other operational expenses & revenue non allocated,CA_407_PL_CAD,Assets,Labor Cost,36,Strategic Components LLC,EUR,MXN,403457.55,149.92,0,363.33,0,2025/03/17,2025/04/02,2025/09/17
SMHVA VCX INC,DIR,GOSM,Depreciation,GL,Meridian Solutions Corp,6458708,LAV,14440A,7950,409,N30_ENERGY_V,MAJ21_Allocation_DORD,MIN0930,1434 ISIT Method & Quality,MX_589_PL_MXN,Receivables,REC,26,Premier Manufacturing Co,GBP,CAD,451902.29,246.64,0,665.52,0,2023/08/28,2024/07/06,2025/04/10
DTWOA EUS INC,IN,Group EUX,Salaries,GL,Nexus Enterprise Holdings,6467702,LAV,14660A,7956,589,N30_ENERGY_V,MAJ20_Cascade_FE_F,MIN0505,1456 ISIT Charge back central,MX_839_PL_MXN,Payables,Sales Invoices,34,Leading Edge Technologies,MXN,MXN,910963.48,686.53,0,127.57,0,2024/12/20,2025/04/14,2025/10/25
BVXLI YHS INC,DIR,MASS ALLOC,Taxes,PA,Apex Innovations Ltd,6030000,MXA,96500N,7950,415,N24_FE_MISC_INCOME_F,MAJ20_Cascade_DEPRECIATION_F,MIN0505,1452 ISIT Infra Management,US_415_PL_USD,Assets,GL_AutoPrepa_AutoReverse,24,Leading Edge Technologies,BRL,USD,424324.94,729.12,0,969.76,0,2024/01/21,2024/10/25,2025/01/26
LUBYA EVA INC,BSS,EUX,Salaries,PA,Apex Innovations Ltd,6076000,GRU,14360A,7956,723,N87_FE_F,MAJ05_Maintenance_F,MIN0910,1456 ISIT Charge back central,CA_407_PL_CAD,Payables,Adjustment,8,Modern Equipment Corp,MXN,CAD,100408.28,40.64,0,621.04,0,2023/03/14,2023/05/08,2025/08/02
IHTOJ SSR INC,MQ,Group EC,Invoices sent,PA,TechnoGlobal Industries,6261700,RES,14640A,7956,409,N81_MASA_F,MAJ20_Cascade_DEPRECIATION_F,MIN0937,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_USD,MassAllocation,GL_Allocation_Auto_Revers,34,Standard Products Company,MXN,MXN,266616.53,37.2,0,418.27,0,2023/07/13,2023/08/10,2024/01/11
AJNEH ONP INC,BSS,MASS ALLOC,Telecom Data,GL,Nexus Enterprise Holdings,6468200,RES,14520A,7956,415,N99_DEPRECIATION_F,MAJ05_Maintenance_F,MIN2071,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,Misc Receipts,45,Strategic Components LLC,EUR,MXN,281565.02,42.16,0,799.67,0,2025/05/17,2025/10/17,2025/10/21
WBPKJ ITB INC,MQ,GOSM,Capitalized production (PRIM),GL,TechnoGlobal Industries,9830206,PPC,14440A,7950,796,N87_FE_F,MAJ20_Allocation_FE_F,MIN0415,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_MXN,Spreadsheet,GL_Allocation,7,Advanced Systems Group,BRL,MXN,771986.91,807.21,0,777.64,0,2023/09/16,2025/04/11,2025/08/03
YXSHL ZEO INC,BSS,AFFILIATE,Taxes,AP,Apex Innovations Ltd,6311100,MXA,14562Z,7950,415,N24_FE_MISC_INCOME_F,MAJ06_Utilities_Energy_V,MIN2040,1464 ISIT BSS Research & development (RD),CA_407_PL_CAD,,GL_Financial_AutoReversal,9,First Class Manufacturing,GBP,USD,252611.68,943.45,0,484.71,0,2025/02/12,2025/08/06,2025/10/02
SXSKO UVV INC,MQ,Communications,Telecom Voice,GL,Quantum Dynamics Group,6077000,MTC,14600A,7956,567,N23_FE_TRAVEL_F,MAJ03_Temporary_Other_Labor_V,MIN0810,1456 ISIT Charge back central,US_415_PL_USD,Assets,GL_Financial_AutoReversal,43,Dynamic Industries Inc,GBP,BRL,653745.84,658.32,0,851.52,0,2025/04/26,2025/06/22,2025/10/28
NWQXI RXG INC,MQ,ES,Travels,INV,Meridian Solutions Corp,6437000,GRU,14440A,7950,409,N99_DEPRECIATION_F,MAJ20_Cascade_FE_F,MIN1110,9815 Expenses to be reinvoiced or reallocated,US_415_PL_USD,Projects,GL_Supplier_Auto_Reversal,38,Optimal Distribution Co,BRL,CAD,887233.22,114.67,0,832.53,0,2023/12/03,2024/04/15,2024/11/15
VTXBP GUD INC,IN,MF,Travels,PO,Meridian Solutions Corp,6457200,RES,14520A,7956,567,N93_ENERGY_V,MAJ21_Allocation_DORD,MIN0511,1452 ISIT Infra Management,,MICH_CAW_GLJRNLINTF,Adjustment,30,Global Resources Ltd,CAD,BRL,723354.67,615.62,0,165.89,0,2023/10/28,2025/04/22,2025/07/28
XTCMC IUK INC,MQ,IN DIR,Salaries,AP,Apex Innovations Ltd,6765000,GRU,14580B,7950,415,N30_ENERGY_V,MAJ20_Cascade_ENERGY_V,MIN2076,1464 ISIT BSS Research & development (RD),BR_414_PL_BRL,Manual,Sales Invoices,19,Excellence Manufacturing,MXN,BRL,364123.3,380.61,0,788.56,0,2025/07/20,2025/09/13,2025/10/20
ZQTLM UIA INC,MQ,AFFILIATE,Salaries,INV,Meridian Solutions Corp,6457702,MTC,14700A,7950,0,N87_FE_F,MAJ20_Allocation_MASA_F,MIN1620,1440 ISIT Infra Data centre & applications platforms (DAP),MX_589_PL_MXN,Assets,REC,40,Superior Quality Goods,EUR,BRL,151767.38,746.06,0,884.14,0,2023/12/02,2024/11/14,2025/07/14
QZUFG VDI INC,DIR,EUX,Training,PA,Quantum Dynamics Group,6134000,DDD,14680C,7950,200,N97_FE_F,MAJ09_General_Overhead_V,MIN2103,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_MXN,,GL_AutoPrepa_AutoReverse,5,Professional Resources Ltd,CAD,CAD,248449.88,244.93,0,528.7,0,2025/02/08,2025/06/08,2025/09/07
LHIHZ BSA INC,BSS,Security,Invoices sent,PO,Meridian Solutions Corp,6310708,LAV,96501B,7950,200,N10_MASA_V,MAJ08_Industrial_Supplies_V,MIN0936,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,,Sales Invoices,42,Universal Products LLC,CAD,CAD,234351.54,881.98,0,370.46,0,2024/01/14,2025/08/21,2025/10/11
YLKVJ FOT INC,DIR,MASS ALLOC,Training,PA,Quantum Dynamics Group,6469201,PP1,14320F,7956,723,N93_ENERGY_V,MAJ09_General_Overhead_F,MIN1011,1432 ISIT Region Direction,CA_407_PL_CAD,CLL F189 INTEGRATED RCV,GL_Allocation,19,Essential Materials Ltd,EUR,CAD,662646.75,667.92,0,461.7,0,2023/05/22,2025/06/21,2025/07/13
